,PatientID,SiteID,RaterID,AssessmentID,TxGroup,VisitDay,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,PANSS_Total,numVisit
P5,-0.017524196190978794,0.09979376462158601,0.09917265270124229,-0.017716523797877564,-0.05364855575536578,-0.17484310009266518,0.3661547429895491,0.31893934850595745,0.2731563454023946,0.27386742931405067,1.0,0.262121397774761,0.2789137398624163,-0.01720073881766169,0.1132451744005419,0.15003023644267116,0.12024145207176538,0.16914756876902298,-0.010482835453726037,0.24041003138120598,0.19982649462939622,0.1995842230754107,0.09617758334416156,0.16057854441757194,0.18618426716200376,0.08855362619359548,0.057329607829571874,0.21687308914701806,0.3754855841954857,0.2030384367982205,0.22533667553236983,0.3174879345318474,0.19743546325605096,0.19307747253087204,0.09850456515226326,0.14578235464866615,0.4186638343747573,-0.11160914192235734
P6,-0.021153841663644986,-0.06619881217864057,0.045309735276328915,-0.049854725066550525,-0.032562017121134455,-0.5199846403885876,0.7222031278765768,0.6692031597826814,0.6983494468227212,0.3404236592511141,0.262121397774761,1.0,0.3567669941935428,0.2958770549777117,0.43556965986495466,0.2899014712322338,0.37254840549517954,0.22252093659020572,0.18809644868057984,0.3162611302466556,0.13709200824277618,0.4507507489086865,0.1737965982065824,0.41990544769349203,0.17701743549784277,0.31312249176622137,0.09506558019078912,0.2932620147770075,0.7107711091790417,0.25996581425347404,0.37585993261875233,0.25115396542519464,0.2387526842885467,0.28556518876336,0.4041915219998883,0.6186883285034007,0.7031988005794994,-0.2880456941972647
P7,-0.0642333430725055,0.08362194109329352,0.05703077280955253,-0.02757595435400169,-0.03896545066434247,-0.1335122543818742,0.322598833508255,0.3557029588163911,0.31476111565578835,0.4914488007256788,0.2789137398624163,0.3567669941935428,1.0,0.020300345103995917,0.21972322297939254,0.27265744101627537,0.1835532273100712,0.14692651691405936,0.12368398325185423,0.18232522518272343,0.1543680892499237,0.2705715446584643,0.12223482908242254,0.29278574573380706,0.18934518369335948,0.2046872219567708,0.05298265427742621,0.577741477033459,0.3027665409521502,0.23047541698563292,0.3544189796421043,0.2769464193113099,0.23375651056071917,0.6556320072308317,0.23099438343085785,0.29213002461429405,0.5356639747653466,-0.1329594681063801
N1,-0.022096905675289623,-0.12931042789473568,0.049874083677556934,0.016010487653801506,0.01860378234064098,-0.23249282242482383,0.22541935576613675,0.2799919664626688,0.23963352648526778,-0.010718910153688851,-0.01720073881766169,0.2958770549777117,0.020300345103995917,1.0,0.5275479869049104,0.48748836341919,0.4619940318183064,0.25995214568708686,0.49020548264109787,0.20016923450159388,-0.032062766410339956,0.07607194359335395,0.016352657608456275,0.19566434136900882,0.25295625536495603,0.047163140825394204,0.4288048498528762,0.11074967993427559,0.23130797058153937,0.15256997149743154,0.25635634144745467,0.11773093717720128,0.23649053448603014,0.024361199459918523,0.3818357212572919,0.28736146925990896,0.43611905671648715,-0.1960028671759635
N2,-0.07463303804659734,-0.04228869799811641,0.06779307016643955,-0.014881156209338619,-0.06347929627481615,-0.2721653843950807,0.3715905056814292,0.42082968895016587,0.358780081417718,0.1209909614824757,0.1132451744005419,0.43556965986495466,0.21972322297939254,0.5275479869049104,1.0,0.4917399999513275,0.7137341085612714,0.31145206158565,0.4124816873278167,0.23285459998314692,0.103874326962383,0.17679983119554357,0.10315052651539759,0.2429117859298617,0.22765182878729243,0.1761281936868357,0.33372525512187406,0.26450485672160845,0.38750992236646786,0.31020528416179466,0.3644679712005995,0.2847304167667178,0.35200362207427066,0.16262769283698408,0.3875371102333499,0.5037561214490694,0.6100317231983972,-0.22571261875610465
N3,-0.07091024497968675,-0.06352230381895353,0.06298080935398827,0.003344622537738496,0.03649184123469678,-0.1622144435987778,0.23263666329742427,0.36932166214742956,0.253236679255542,0.2114079571324946,0.15003023644267116,0.2899014712322338,0.27265744101627537,0.48748836341919,0.4917399999513275,1.0,0.45922119261010547,0.33423426027583614,0.5809167440422828,0.35935582792986037,0.016027864468986148,0.06364429436024308,0.046940342499043095,0.18820575341184914,0.3094374107642993,0.051704552896981344,0.40833119095345083,0.4280967076436368,0.2702756261966897,0.2538349257589642,0.4660388681887783,0.34428232096275224,0.3917298500115038,0.23729150157210113,0.4542129864479104,0.3053824799668844,0.5902051525827419,-0.15315399307529765
N4,-0.1211808707915901,0.01766517452006513,0.041978178236794436,0.013377479906890283,-0.021633894502533477,-0.21379599338730443,0.33769894127028094,0.35467131793424067,0.3191440489814159,0.10013179974464015,0.12024145207176538,0.37254840549517954,0.1835532273100712,0.4619940318183064,0.7137341085612714,0.45922119261010547,1.0,0.27055970072233615,0.41439256344168507,0.23758729663381722,0.07248801723518128,0.10997768320680334,0.0886137811498782,0.2134772588802287,0.19256670627426364,0.17843720872995703,0.3162457615764938,0.2560401098591896,0.3660974079929914,0.23012314196392744,0.30344744312022554,0.25889468114336645,0.32181861302925346,0.154160771278051,0.38169216884983465,0.4701273042100761,0.5595250486620232,-0.21140306490413868
N5,-0.015827691315939443,0.017686054917530187,0.05313489280696208,0.014389304898118472,0.040036192628452066,-0.1874153476177739,0.2389103455049853,0.3873221397884122,0.2687803761217508,0.19038008091138003,0.16914756876902298,0.22252093659020572,0.14692651691405936,0.25995214568708686,0.31145206158565,0.33423426027583614,0.27055970072233615,1.0,0.3250796340372847,0.24131561461068918,0.08658029056442063,0.061703879772344414,0.02774961556524651,0.12582040746009746,0.24399869022680448,0.039680240012173074,0.18765668637936658,0.24507275994992833,0.29773513057371126,0.38636048798519684,0.3905897031652369,0.37521828967159354,0.31164944985431925,0.15036787724429815,0.25510699215300336,0.1870274218062932,0.47156176340763445,-0.1418258524759238
N6,0.016815950052567724,0.017361216964861072,-0.06232236152778855,0.024134240232512934,0.043862836958404025,-0.14133298336422448,0.1332199581637281,0.25141559892784704,0.20562600735866662,0.07076657684842061,-0.010482835453726037,0.18809644868057984,0.12368398325185423,0.49020548264109787,0.4124816873278167,0.5809167440422828,0.41439256344168507,0.3250796340372847,1.0,0.26977078527726656,-0.01898261701918404,-0.021824005322952093,0.026177795600067413,0.1375443720415555,0.24084648924391341,0.04731623238926872,0.5107039138657481,0.29664679520852283,0.17836299881108156,0.22957650923245057,0.35780684539269375,0.2025906885041701,0.33568409310197883,0.1795222295668394,0.4224550232759895,0.18197686794428108,0.47006145160061946,-0.17076365910786032
N7,-0.10799317648997422,0.14389994810043114,-0.04214626906415462,0.016316503773079867,-0.007974953433907408,-0.24757177234256877,0.36462935074868996,0.4281898221323827,0.2728606672080728,0.3114034573223613,0.24041003138120598,0.3162611302466556,0.18232522518272343,0.20016923450159388,0.23285459998314692,0.35935582792986037,0.23758729663381722,0.24131561461068918,0.26977078527726656,1.0,0.1334545395961073,0.1010569054277955,0.1728815770119421,0.26624850234073194,0.3969006427462732,0.12212333170911513,0.26869959833336154,0.30164242442888645,0.4225104275145615,0.2310485193319244,0.3689986055441445,0.31498512952495217,0.362870697264274,0.20840990672929416,0.4316921693194823,0.19461658656915767,0.5520399045776763,-0.25642272510668457
G1,0.00863144512931636,0.21963877113981908,0.03076507220667868,-0.010392140170071618,-0.0649134852691683,-0.12711790094745273,0.16866426597510167,0.18099027141282073,0.11190420516954531,0.09677580772284339,0.19982649462939622,0.13709200824277618,0.1543680892499237,-0.032062766410339956,0.103874326962383,0.016027864468986148,0.07248801723518128,0.08658029056442063,-0.01898261701918404,0.1334545395961073,1.0,0.1785805157315724,0.22276079951848862,0.13720360688631486,0.18118158094131684,0.27467321599277716,0.13863716471441925,0.04759799684470603,0.2109691845516739,0.14554379014119195,0.13548056792357818,0.17383722069166604,0.16526706028711766,0.05099545637281219,0.06385416695755108,0.09492820648362976,0.29652303426964793,-0.07843218053709655
G2,-0.011757737555418162,-0.1346080933584205,0.07269252652519312,9.481297003443083e-05,-0.03056266238382091,-0.27838761986436483,0.45369664445627317,0.37420159895332494,0.45568149865969404,0.2287821313383128,0.1995842230754107,0.4507507489086865,0.2705715446584643,0.07607194359335395,0.17679983119554357,0.06364429436024308,0.10997768320680334,0.061703879772344414,-0.021824005322952093,0.1010569054277955,0.1785805157315724,1.0,0.2363541475240007,0.5983042208786504,0.03751003715604031,0.4499816303503544,0.021130762167599484,0.1511373013445913,0.40403600497151565,0.16529740205004148,0.17442824365282864,0.0533583179320763,0.1437258133832422,0.18576446711689204,0.15639869040752882,0.3756907459910658,0.46302851523232397,-0.09587432036637983
G3,-0.06762373071535584,0.1395785834481331,0.11476258563042624,-0.0033008005511759807,-0.03852451311495598,-0.16287126111800068,0.172378956444009,0.16158949313745302,0.14100303185101562,0.14523809832674686,0.09617758334416156,0.1737965982065824,0.12223482908242254,0.016352657608456275,0.10315052651539759,0.046940342499043095,0.0886137811498782,0.02774961556524651,0.026177795600067413,0.1728815770119421,0.22276079951848862,0.2363541475240007,1.0,0.17752969208912664,0.10509240086036865,0.32688472943066593,0.15980547105508028,0.08692577653767375,0.17235645993876691,0.08156639334657713,0.13095750295513364,0.06227641274735268,0.16265055112252413,0.16783271989077267,0.08369709807913886,0.11803503367130333,0.3004491650688525,-0.10072683047579
G4,-0.056106186902370216,0.023950377655728324,-0.007960670550870547,0.027240898426021884,-0.0918099970509005,-0.29243768669780124,0.41011631997664755,0.43578175935315905,0.4212143080788153,0.38395150677964446,0.16057854441757194,0.41990544769349203,0.29278574573380706,0.19566434136900882,0.2429117859298617,0.18820575341184914,0.2134772588802287,0.12582040746009746,0.1375443720415555,0.26624850234073194,0.13720360688631486,0.5983042208786504,0.17752969208912664,1.0,0.23612985233377268,0.25324535497865314,0.08866349837568825,0.2385889919018088,0.45286216451809963,0.2082345811898096,0.29327271026677115,0.15303744267669134,0.27258788845245724,0.23697027459137396,0.30087898310575245,0.3043537520005408,0.546491310651707,-0.17691748889933437
G5,-0.037253129759615485,0.10039406346363579,-0.04076621303347797,0.020495116453888355,-0.011087670246000717,-0.18281137164345848,0.24296555819549112,0.3233050446986844,0.18545114645358016,0.2715343021766371,0.18618426716200376,0.17701743549784277,0.18934518369335948,0.25295625536495603,0.22765182878729243,0.3094374107642993,0.19256670627426364,0.24399869022680448,0.24084648924391341,0.3969006427462732,0.18118158094131684,0.03751003715604031,0.10509240086036865,0.23612985233377268,1.0,-0.03551740468327704,0.2972241482225291,0.225490581059454,0.27082513062553043,0.28274467265407077,0.3747358396866562,0.34095602377077466,0.3339829676454673,0.12137689735129076,0.3965792493351479,0.10565070358698583,0.4696009278894478,-0.18841805082657517
G6,-0.06187114638242856,0.09514674312539635,0.054990367620630747,-0.03357655810666782,0.010193622083577585,-0.20231278881241585,0.27405567371802836,0.2626342595705938,0.2881400729493299,0.0869458141585113,0.08855362619359548,0.31312249176622137,0.2046872219567708,0.047163140825394204,0.1761281936868357,0.051704552896981344,0.17843720872995703,0.039680240012173074,0.04731623238926872,0.12212333170911513,0.27467321599277716,0.4499816303503544,0.32688472943066593,0.25324535497865314,-0.03551740468327704,1.0,0.1682884184494628,0.12599886095062704,0.2650407070062004,0.1595845547084939,0.14822288492236108,0.043341602488082366,0.1634039152922347,0.1884852623237693,0.08536900384793078,0.27542680251298907,0.38451090485930167,-0.1701960351534478
G7,-0.03268321216376791,0.056045636758268964,-0.10816968738718843,0.018372351926765767,-0.01835052151567829,-0.10638236880643366,0.06580580973976469,0.15106705128294215,0.10063989813471011,-0.0868090680577762,0.057329607829571874,0.09506558019078912,0.05298265427742621,0.4288048498528762,0.33372525512187406,0.40833119095345083,0.3162457615764938,0.18765668637936658,0.5107039138657481,0.26869959833336154,0.13863716471441925,0.021130762167599484,0.15980547105508028,0.08866349837568825,0.2972241482225291,0.1682884184494628,1.0,0.12177574824866048,0.12583584186584026,0.17670304438867906,0.2315326542079401,0.10696610983077112,0.3398170535415053,0.05674649161933788,0.3126106790903928,0.15595757967721272,0.3891875621969872,-0.13629673649795462
G8,-0.0559587750905814,0.07123811111199974,0.10868228562206594,0.021145055332587533,0.022366172872624622,-0.13064451782811745,0.31105667157983125,0.3695686242745331,0.2980145515933101,0.46196189309284424,0.21687308914701806,0.2932620147770075,0.577741477033459,0.11074967993427559,0.26450485672160845,0.4280967076436368,0.2560401098591896,0.24507275994992833,0.29664679520852283,0.30164242442888645,0.04759799684470603,0.1511373013445913,0.08692577653767375,0.2385889919018088,0.225490581059454,0.12599886095062704,0.12177574824866048,1.0,0.32172366143528336,0.29112253966166596,0.46194380304571975,0.3699343390246715,0.299069403690921,0.6285175059477777,0.3603397412844835,0.23700082590673066,0.5726513283756393,-0.20810811359237616
G9,0.0013816371957614724,0.04554935048240408,0.052678020151147725,-0.0008438572243731614,-0.01675898251769637,-0.5454774458253346,0.7693044013234985,0.7819838479577691,0.718053929108959,0.3975324402292493,0.3754855841954857,0.7107711091790417,0.3027665409521502,0.23130797058153937,0.38750992236646786,0.2702756261966897,0.3660974079929914,0.29773513057371126,0.17836299881108156,0.4225104275145615,0.2109691845516739,0.40403600497151565,0.17235645993876691,0.45286216451809963,0.27082513062553043,0.2650407070062004,0.12583584186584026,0.32172366143528336,1.0,0.3578857602080777,0.44003966282977386,0.36354530981416544,0.3573719344310987,0.28858635543260075,0.4478680388832114,0.4793123387058891,0.7551023073868838,-0.2880112558429505
G10,-0.05757452195089357,0.08499726152314536,0.048191118568427144,0.0022184025275175964,0.013938537025961676,-0.1948222534286696,0.31531301741304946,0.3980126989877849,0.3158015877764565,0.20248159797823037,0.2030384367982205,0.25996581425347404,0.23047541698563292,0.15256997149743154,0.31020528416179466,0.2538349257589642,0.23012314196392744,0.38636048798519684,0.22957650923245057,0.2310485193319244,0.14554379014119195,0.16529740205004148,0.08156639334657713,0.2082345811898096,0.28274467265407077,0.1595845547084939,0.17670304438867906,0.29112253966166596,0.3578857602080777,1.0,0.40395449352507473,0.35238514243125774,0.38277125490183583,0.21738329843241522,0.255508006526798,0.22968343894998783,0.5139583433779689,-0.20445747758571692
G11,-0.03966988253294557,0.03953544162458615,0.16562716261227994,0.016724302410596907,0.0414447667622391,-0.2863299514058236,0.3930583609342606,0.5631441887811811,0.4205274419167335,0.42025723918572233,0.22533667553236983,0.37585993261875233,0.3544189796421043,0.25635634144745467,0.3644679712005995,0.4660388681887783,0.30344744312022554,0.3905897031652369,0.35780684539269375,0.3689986055441445,0.13548056792357818,0.17442824365282864,0.13095750295513364,0.29327271026677115,0.3747358396866562,0.14822288492236108,0.2315326542079401,0.46194380304571975,0.44003966282977386,0.40395449352507473,1.0,0.39785815234195265,0.49400951739454674,0.40112301718542126,0.4843288860922844,0.2995185786478075,0.6798515644021352,-0.23738238791229774
G12,-0.02491697575676002,-0.0018946854431276053,0.06118342108985729,-0.017078365191787896,0.041011229552835864,-0.14021212627877472,0.3540922690709322,0.43931101645645626,0.2834974615473443,0.30442543213891265,0.3174879345318474,0.25115396542519464,0.2769464193113099,0.11773093717720128,0.2847304167667178,0.34428232096275224,0.25889468114336645,0.37521828967159354,0.2025906885041701,0.31498512952495217,0.17383722069166604,0.0533583179320763,0.06227641274735268,0.15303744267669134,0.34095602377077466,0.043341602488082366,0.10696610983077112,0.3699343390246715,0.36354530981416544,0.35238514243125774,0.39785815234195265,1.0,0.3440026613862945,0.2800050080893851,0.3611286897625601,0.14902128803680023,0.5315158783571688,-0.12240054786112316
G13,-0.08794957252767482,0.1728922574181923,0.15807614199162504,0.028692449186866174,0.007517962609153219,-0.20961719541971943,0.22106124661806942,0.4145931230230973,0.2597054000013298,0.23326013772018214,0.19743546325605096,0.2387526842885467,0.23375651056071917,0.23649053448603014,0.35200362207427066,0.3917298500115038,0.32181861302925346,0.31164944985431925,0.33568409310197883,0.362870697264274,0.16526706028711766,0.1437258133832422,0.16265055112252413,0.27258788845245724,0.3339829676454673,0.1634039152922347,0.3398170535415053,0.299069403690921,0.3573719344310987,0.38277125490183583,0.49400951739454674,0.3440026613862945,1.0,0.24490689975125463,0.28400270122884225,0.2621125044352537,0.5685896784843197,-0.150957343180292
G14,-0.05458974792875219,0.10875498468365492,0.09335042049458557,0.025385573393695696,-0.016523516548183226,-0.13887885511585504,0.28598823196582907,0.3276354864248722,0.2880832561554496,0.5294258621638483,0.19307747253087204,0.28556518876336,0.6556320072308317,0.024361199459918523,0.16262769283698408,0.23729150157210113,0.154160771278051,0.15036787724429815,0.1795222295668394,0.20840990672929416,0.05099545637281219,0.18576446711689204,0.16783271989077267,0.23697027459137396,0.12137689735129076,0.1884852623237693,0.05674649161933788,0.6285175059477777,0.28858635543260075,0.21738329843241522,0.40112301718542126,0.2800050080893851,0.24490689975125463,1.0,0.319856315864792,0.16770826144955883,0.5037416207409097,-0.1390377879180108
G15,-0.06592371451251068,-0.09672259782431392,-0.06024013432953466,0.019874519893735093,-0.0565124446548651,-0.31395544269818737,0.4555333663230559,0.49290470539193537,0.4440722345866797,0.31761355059299873,0.09850456515226326,0.4041915219998883,0.23099438343085785,0.3818357212572919,0.3875371102333499,0.4542129864479104,0.38169216884983465,0.25510699215300336,0.4224550232759895,0.4316921693194823,0.06385416695755108,0.15639869040752882,0.08369709807913886,0.30087898310575245,0.3965792493351479,0.08536900384793078,0.3126106790903928,0.3603397412844835,0.4478680388832114,0.255508006526798,0.4843288860922844,0.3611286897625601,0.28400270122884225,0.319856315864792,1.0,0.2809153245414549,0.6332532705086626,-0.24284643520999669
G16,-0.05293399443995785,-0.14190830609150296,0.00558984126683914,-0.022288237732326226,-0.006967743406274838,-0.31783369331149564,0.4738053165434442,0.44061769025024,0.4803218595222444,0.15019128293500067,0.14578235464866615,0.6186883285034007,0.29213002461429405,0.28736146925990896,0.5037561214490694,0.3053824799668844,0.4701273042100761,0.1870274218062932,0.18197686794428108,0.19461658656915767,0.09492820648362976,0.3756907459910658,0.11803503367130333,0.3043537520005408,0.10565070358698583,0.27542680251298907,0.15595757967721272,0.23700082590673066,0.4793123387058891,0.22968343894998783,0.2995185786478075,0.14902128803680023,0.2621125044352537,0.16770826144955883,0.2809153245414549,1.0,0.5677538784174506,-0.18753702885837498
PANSS_Total,-0.07245307694840075,0.05697697525478009,0.08818365858526327,0.003281152362297738,-0.0238908042918609,-0.47551919432865275,0.7133671327690249,0.790252207987006,0.6959517935370813,0.5172567444751494,0.4186638343747573,0.7031988005794994,0.5356639747653466,0.43611905671648715,0.6100317231983972,0.5902051525827419,0.5595250486620232,0.47156176340763445,0.47006145160061946,0.5520399045776763,0.29652303426964793,0.46302851523232397,0.3004491650688525,0.546491310651707,0.4696009278894478,0.38451090485930167,0.3891875621969872,0.5726513283756393,0.7551023073868838,0.5139583433779689,0.6798515644021352,0.5315158783571688,0.5685896784843197,0.5037416207409097,0.6332532705086626,0.5677538784174506,1.0,-0.34792489247652125
numVisit,0.008133032045602983,-0.1010927528951087,0.09148182016989509,-0.0010564259875339213,0.03148583069006645,0.38626030044040555,-0.2739215160413862,-0.32595201976544663,-0.2623520891529272,-0.17779953985062394,-0.11160914192235734,-0.2880456941972647,-0.1329594681063801,-0.1960028671759635,-0.22571261875610465,-0.15315399307529765,-0.21140306490413868,-0.1418258524759238,-0.17076365910786032,-0.25642272510668457,-0.07843218053709655,-0.09587432036637983,-0.10072683047579,-0.17691748889933437,-0.18841805082657517,-0.1701960351534478,-0.13629673649795462,-0.20810811359237616,-0.2880112558429505,-0.20445747758571692,-0.23738238791229774,-0.12240054786112316,-0.150957343180292,-0.1390377879180108,-0.24284643520999669,-0.18753702885837498,-0.34792489247652125,1.0
