,PatientID,SiteID,RaterID,AssessmentID,TxGroup,VisitDay,P1,P2,P3,P4,P5,P6,P7,N1,N2,N3,N4,N5,N6,N7,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,PANSS_Total,numVisit
P5,-0.0550220425120623,0.060730439888288155,-0.022494582008834738,0.04452690997981394,0.012385447789366118,-0.1009389837433464,0.3497074891251819,0.025386831349008633,0.22742523071732804,0.22443305629101842,1.0,0.29371799242531343,0.16048433406757634,-0.19870372178990045,-0.12703918500452355,-0.1622680922883316,-0.09622321135699756,0.10303817444498056,-0.22418509868121222,0.055712250233291224,0.19709753983403427,0.18902724811198646,0.19004854558107034,0.10544297612857413,-0.06483687610683844,0.1678478906137361,-0.04039499667881932,-0.04779979220485982,0.27166668565233426,0.0647423692547894,-0.059356985357946174,0.07169271731804451,-0.14214261151251445,0.1576862230705994,0.10113134629158882,0.10028133657905954,0.21455282889131497,0.04823436327022557
P6,0.0032029020884278394,0.14541765890281472,0.06904692882105007,0.02511423162774293,-0.010587480523348554,-0.12614145768573212,0.5317222888555002,0.0016778890107608504,0.4085869446126838,0.2375953368009279,0.29371799242531343,1.0,0.28241253802051436,-0.013300532942498906,0.06201470168725936,-0.03966127531169004,0.03556912068231738,0.05520210103557465,-0.0717372906788613,0.00126234269563953,0.250720576364454,0.40770150293402757,0.2119130794366336,0.29435848010412413,-0.07391370491380733,0.3243796940881323,0.07809411637865755,0.03792519994402922,0.32447045753756854,0.09973622683756002,-0.022333224996436953,0.026308245273905538,-0.1222849080651179,0.20801760044559212,0.20373430520149108,0.509422829397728,0.4312335210655429,-0.07639686068912058
P7,0.0049016003487690795,0.052696465037214084,0.02931411311338154,-0.012430514800541782,0.008648836275221089,-0.10455948204510795,0.20829104667367068,0.11729944805836016,0.11426613667552193,0.3710226998709463,0.16048433406757634,0.28241253802051436,1.0,-0.002642374457762521,0.06941780379050758,0.11332201887382522,0.04133274939406521,0.029995371583229062,-0.061438150760046786,0.0898218792647646,0.2254695510885993,0.26282075581606223,0.2047030018085277,0.25573730921074805,0.09018414599113489,0.23147928260836706,0.038821400109192404,0.2933047807847401,0.14483329345164367,0.1272986407305868,0.06409978894729322,0.09191921014236958,0.002742115196003352,0.536156212369527,0.1617642408501394,0.259310597879622,0.3879124331235174,0.014697234022190262
N1,0.008523464768796516,0.053685938982424616,-0.04911920444137429,-0.033771040256379274,-0.06571071190403471,-0.04178804673216719,-0.018994042593974945,0.3291236592979979,-0.1732050994986395,-0.15409048406164683,-0.19870372178990045,-0.013300532942498906,-0.002642374457762521,1.0,0.6357404161318305,0.5908824570743026,0.488449258299595,0.19293095790830542,0.5294485566274312,0.2794231201003524,-0.05139774892496169,-0.003718261543227973,-0.11389279379959358,0.05037399990589027,0.34794388125956743,-0.04957369333563067,0.40680426876070314,0.21679183088134482,0.03290994239280424,0.09954116165085207,0.36516190547573496,0.3324310221421839,0.4291336341243912,-0.008065859310586855,0.27632458397938314,0.14608924754763766,0.4850218066381949,-0.17176117688011358
N2,-0.041527600022916264,-0.031118341856024852,0.0347120481160659,-0.04828718901365925,-0.05386603579859044,-0.06934190819101152,0.011536601980635957,0.3103965979918175,-0.10709806051352912,-0.07713352371197028,-0.12703918500452355,0.06201470168725936,0.06941780379050758,0.6357404161318305,1.0,0.6148300844543062,0.6784402907869724,0.21494686656474374,0.47629197356138414,0.2789482645678064,0.005146840233721167,0.04291475356255665,-0.08871535698742254,0.0985577567808797,0.2956993043968649,0.004605686995067151,0.28541375236634897,0.2523339970269466,0.02598899766087163,0.16822584226250445,0.33404720240109,0.3842093325180348,0.46371099048867676,0.016296295270527252,0.2780858671890592,0.3004061570587956,0.5551892974832904,-0.11203946860648181
N3,-0.038405987180261156,-0.047209399049252504,-0.08958239942558612,-0.04492696168628627,-0.09804188631711871,-0.11541901544914507,-0.0019027718555857044,0.4075322603906906,-0.23100628482231153,-0.04118857560233731,-0.1622680922883316,-0.03966127531169004,0.11332201887382522,0.5908824570743026,0.6148300844543062,1.0,0.5341312551288213,0.18584451182599737,0.5797554990809273,0.3597555630418186,-0.045371787856529344,0.006617646910702289,-0.09392325115410047,0.1483272816439714,0.3932198546233012,-0.040474282092868234,0.284509822072692,0.3673765421076817,0.06282028508228886,0.10867115374448008,0.4381491398764272,0.3983087135767202,0.5087662532853184,0.08554301034748979,0.3558391396134451,0.1885216952328844,0.5636156525439248,-0.14313413755399387
N4,-0.06741264327873273,0.0042815035354752,0.015879277885560886,-0.06759846368669109,-0.04393854868715373,-0.059010807317863574,-0.023852348094654346,0.3050971529254171,-0.09934461838209523,-0.10615282254174316,-0.09622321135699756,0.03556912068231738,0.04133274939406521,0.488449258299595,0.6784402907869724,0.5341312551288213,1.0,0.2238715403478991,0.3755799499853851,0.25860456771932017,0.031228628455571363,0.024829492777823963,-0.05383171743493808,0.06088433445310487,0.27238203424737356,0.005098667407593453,0.24340116616776392,0.23648246860101343,0.06467527851638634,0.15969414250870018,0.3399525640054884,0.3152746130801389,0.4196852186744371,0.014337240283555878,0.20038892884968673,0.343002402946799,0.5091509787517032,-0.061366528932576714
N5,-0.05428853106761234,0.008813368401582991,-0.007958393952176597,-0.009282987054935979,0.004600135308746373,-0.03560871704883722,0.0827065720983626,0.24421747402446134,0.0570783972258258,0.01197617873378637,0.10303817444498056,0.05520210103557465,0.029995371583229062,0.19293095790830542,0.21494686656474374,0.18584451182599737,0.2238715403478991,1.0,0.2616614019955596,0.17144156323683665,0.04239998734822303,-0.03947255669474646,0.00650714681259716,0.02198222115140161,0.04804386898284444,-0.007811746947402775,0.17364279648000838,0.029734126927663532,0.06282248745652493,0.2493859267647834,0.21697995629798728,0.296039039381921,0.18207841772221664,0.0406237295509981,0.15228912809202674,0.07751328129997057,0.35284464202280275,-0.005392993656191978
N6,-0.025121442908742478,0.0008239235672403148,-0.07448145119015694,-0.022931375563530504,-0.04753987767637791,-0.06683526971390404,-0.08353944036578927,0.237754985990319,-0.12907862854687654,-0.12591762728945197,-0.22418509868121222,-0.0717372906788613,-0.061438150760046786,0.5294485566274312,0.47629197356138414,0.5797554990809273,0.3755799499853851,0.2616614019955596,1.0,0.2906651767555162,-0.10829878827553746,-0.09000304643648838,-0.10506700405853528,0.03804946396179131,0.2717546736575972,-0.07071345429101163,0.35660457501674786,0.18801904861824803,-0.06061857184452971,0.08612028659082129,0.32395600211462433,0.2449011092010688,0.43227774228654786,-0.03216871140394545,0.272314945009939,0.12673012522494337,0.4056595933549019,-0.11465317232643214
N7,0.03936536348136194,0.08237596635487855,-0.08614878633464682,-0.004194573310080859,-0.05087795648904265,-0.06996696226566318,0.17175992287222075,0.45973227984121057,-0.13461176485234844,0.16044855902398047,0.055712250233291224,0.00126234269563953,0.0898218792647646,0.2794231201003524,0.2789482645678064,0.3597555630418186,0.25860456771932017,0.17144156323683665,0.2906651767555162,1.0,0.05447743993301802,0.04911487024448678,-0.029400606968080275,0.19015174225549183,0.41572844429948536,-0.03742980807774644,0.1660031717630179,0.33113779172477564,0.2722898795487349,0.08937685729370148,0.5036093993463666,0.281609402174117,0.46660162842215874,0.1702563628393487,0.3775759430836246,0.15668212118365438,0.5370665618540948,-0.08687127626063586
G1,0.012244450383043136,0.11988475860157302,-0.06194810442720382,0.012156770333004352,0.03928351450146375,-0.030879385843355877,0.20257273529380487,0.055113691965995595,0.08982338086678764,0.15431059408904593,0.19709753983403427,0.250720576364454,0.2254695510885993,-0.05139774892496169,0.005146840233721167,-0.045371787856529344,0.031228628455571363,0.04239998734822303,-0.10829878827553746,0.05447743993301802,1.0,0.34111336025346517,0.205773982198547,0.2569641383784337,0.030376444900455952,0.30868278821348977,0.10309970495046519,0.0484293863752222,0.1533438100592798,0.0571172405925918,-0.011391202154986693,0.04791632182054896,-0.012845486508005217,0.16013407682036182,0.10334857360023827,0.2245606680466283,0.30422914912950483,0.07171533376549563
G2,0.0275239557620813,0.11378195665871825,0.026782787450734938,-0.005979945114385393,-0.024066096035852583,-0.09096466135343116,0.3412540037887079,0.09750944386757633,0.22978390923988348,0.25563680840018466,0.18902724811198646,0.40770150293402757,0.26282075581606223,-0.003718261543227973,0.04291475356255665,0.006617646910702289,0.024829492777823963,-0.03947255669474646,-0.09000304643648838,0.04911487024448678,0.34111336025346517,1.0,0.26921551074870964,0.6310536257073532,0.03795907688178136,0.46695842256383363,0.042966750276415146,0.09117515583698664,0.27057341040799343,0.04593896109493821,0.04955259263251837,0.040776224036544614,-0.02335370487662313,0.18892289847994692,0.17597145461810043,0.2862952069157813,0.43098469929143196,-0.04925020286945784
G3,-0.02386114593973522,0.015972100281981216,-0.017647399163636814,-0.01697059127015567,0.0050823391342837395,-0.11039057777406282,0.21588900361158067,-0.01354092577898188,0.16985946768461557,0.17077760383364543,0.19004854558107034,0.2119130794366336,0.2047030018085277,-0.11389279379959358,-0.08871535698742254,-0.09392325115410047,-0.05383171743493808,0.00650714681259716,-0.10506700405853528,-0.029400606968080275,0.205773982198547,0.26921551074870964,1.0,0.24346580759914416,-0.04370204912312176,0.2907463018549763,0.05788345727317093,-0.0764609397537443,0.08682960146500462,0.0613783170828296,-0.04597938596284685,-0.10760083330889013,-0.0746328092699786,0.15477661272878085,0.035351122537997,0.1143082254415641,0.19496918484906203,0.10354822929311638
G4,0.07195985397246661,0.17381089355202956,-0.07547657498558849,0.005036417363101982,-0.06250828590704012,-0.09195429927127784,0.3256255866443474,0.2040164013231672,0.14832198315413425,0.3018391308306119,0.10544297612857413,0.29435848010412413,0.25573730921074805,0.05037399990589027,0.0985577567808797,0.1483272816439714,0.06088433445310487,0.02198222115140161,0.03804946396179131,0.19015174225549183,0.2569641383784337,0.6310536257073532,0.24346580759914416,1.0,0.18579519412693657,0.31597859262473127,0.017834726133824558,0.22237170084130717,0.29278003246607354,0.03343755865129579,0.15909486880347987,0.11111983643810476,0.11378559085145136,0.26065635760745626,0.2645261910545356,0.3238944572592689,0.5001912750627774,-0.06081141338967459
G5,0.017502525465986078,-0.017420325096714814,0.03561216403033951,-0.04477091423959945,-0.01042787622267306,-0.07497809876981773,0.1069131460717815,0.4366621270409939,-0.17460189753417954,0.12335448040511725,-0.06483687610683844,-0.07391370491380733,0.09018414599113489,0.34794388125956743,0.2956993043968649,0.3932198546233012,0.27238203424737356,0.04804386898284444,0.2717546736575972,0.41572844429948536,0.030376444900455952,0.03795907688178136,-0.04370204912312176,0.18579519412693657,1.0,-0.06593978373835391,0.2508083162902749,0.31966843018683155,0.2387772805480611,0.041343219495170586,0.39111070927334624,0.24099978400648406,0.435166888078764,0.14140019818893054,0.33810950009155577,0.09957032567986944,0.4759956488545938,-0.05529077273006087
G6,0.02920824566679816,0.18837186551267265,0.026165063420068798,0.0013751743079947845,0.016582423109882543,-0.007892734511963857,0.24989549497344352,0.00012753719152786927,0.2481141277231182,0.1314003718794312,0.1678478906137361,0.3243796940881323,0.23147928260836706,-0.04957369333563067,0.004605686995067151,-0.040474282092868234,0.005098667407593453,-0.007811746947402775,-0.07071345429101163,-0.03742980807774644,0.30868278821348977,0.46695842256383363,0.2907463018549763,0.31597859262473127,-0.06593978373835391,1.0,0.114504835874686,-0.06228358188874594,0.19223646698030303,0.04566538570182185,-0.06186564352388926,-0.03223052669802083,-0.08978436914371903,0.16045763633142904,0.09149726216557988,0.20990685833142225,0.3043818930900838,0.005736929895831528
G7,0.05466015598881051,0.09961283151190765,0.038078401555537995,-0.005012606412256101,-0.018459567012133256,-0.056833522968501006,0.03131313283018579,0.14737189582625296,-0.029066052615236503,-0.09430292125963509,-0.04039499667881932,0.07809411637865755,0.038821400109192404,0.40680426876070314,0.28541375236634897,0.284509822072692,0.24340116616776392,0.17364279648000838,0.35660457501674786,0.1660031717630179,0.10309970495046519,0.042966750276415146,0.05788345727317093,0.017834726133824558,0.2508083162902749,0.114504835874686,1.0,0.04850243354720223,0.0011254813955567896,0.17291613954266963,0.1490980685758122,0.10052674505736811,0.21574602635155402,-0.001806001308700608,0.15967513199592784,0.13972550079159082,0.3673677743072846,-0.0239806079011484
G8,0.0044404344303264585,-0.024636431975536482,0.02933236588230423,-0.025533968653808376,-0.03527153593009879,-0.10438689943493253,0.10442428838550831,0.32222633100648346,-0.10127791273311199,0.19691358117265143,-0.04779979220485982,0.03792519994402922,0.2933047807847401,0.21679183088134482,0.2523339970269466,0.3673765421076817,0.23648246860101343,0.029734126927663532,0.18801904861824803,0.33113779172477564,0.0484293863752222,0.09117515583698664,-0.0764609397537443,0.22237170084130717,0.31966843018683155,-0.06228358188874594,0.04850243354720223,1.0,0.1449575219475544,0.09470975783557299,0.3977793945438791,0.19005693392596745,0.32568324542928917,0.31181523751161805,0.22484753033387336,0.2593725400677247,0.44491278427904596,-0.016920493716963643
G9,0.014188517350714932,0.19012936732932367,0.06499362529978113,-0.02794437607594742,-0.026483915795212417,-0.07789379571021067,0.6147097458501966,0.30405478265480956,0.26178362748932454,0.20232664311524823,0.27166668565233426,0.32447045753756854,0.14483329345164367,0.03290994239280424,0.02598899766087163,0.06282028508228886,0.06467527851638634,0.06282248745652493,-0.06061857184452971,0.2722898795487349,0.1533438100592798,0.27057341040799343,0.08682960146500462,0.29278003246607354,0.2387772805480611,0.19223646698030303,0.0011254813955567896,0.1449575219475544,1.0,0.13353583291311452,0.1730440540814915,0.1704645412384149,0.0780563887359227,0.2140368804547743,0.34818995502773187,0.22871896048796872,0.49389099382171203,-0.06133470616739268
G10,0.046749002055359354,-0.014940706377948868,0.14676891954613913,-0.011281664493648567,-0.029176397691173618,-0.07657166278475516,0.1440033542953168,0.18360550758736616,0.0655471897855517,0.0877433030226326,0.0647423692547894,0.09973622683756002,0.1272986407305868,0.09954116165085207,0.16822584226250445,0.10867115374448008,0.15969414250870018,0.2493859267647834,0.08612028659082129,0.08937685729370148,0.0571172405925918,0.04593896109493821,0.0613783170828296,0.03343755865129579,0.041343219495170586,0.04566538570182185,0.17291613954266963,0.09470975783557299,0.13353583291311452,1.0,0.16613456742668628,0.22150380243205722,0.04832888870344561,0.07618600107525485,0.07754989152618771,0.08685852262797406,0.31338205912237593,-0.0469134818077464
G11,-0.008908606154861661,0.02510435715984632,-0.030106119130407224,-0.05618625409218228,0.0003432091722092209,-0.08060980370301327,0.07383414926413372,0.5128047610163275,-0.15287561766051896,0.0991576102707592,-0.059356985357946174,-0.022333224996436953,0.06409978894729322,0.36516190547573496,0.33404720240109,0.4381491398764272,0.3399525640054884,0.21697995629798728,0.32395600211462433,0.5036093993463666,-0.011391202154986693,0.04955259263251837,-0.04597938596284685,0.15909486880347987,0.39111070927334624,-0.06186564352388926,0.1490980685758122,0.3977793945438791,0.1730440540814915,0.16613456742668628,1.0,0.3106664492660078,0.4972596301134061,0.17622964470526586,0.38791153437488735,0.15347161316951402,0.5433458229335459,-0.08723225748492727
G12,-0.011041992146538677,0.014255169094098732,-0.0817194318228911,-0.05198767967782639,-0.06244870932343958,-0.023028654573943822,0.11734483990485604,0.4156368057252954,-0.15938274524395227,0.055381160138945,0.07169271731804451,0.026308245273905538,0.09191921014236958,0.3324310221421839,0.3842093325180348,0.3983087135767202,0.3152746130801389,0.296039039381921,0.2449011092010688,0.281609402174117,0.04791632182054896,0.040776224036544614,-0.10760083330889013,0.11111983643810476,0.24099978400648406,-0.03223052669802083,0.10052674505736811,0.19005693392596745,0.1704645412384149,0.22150380243205722,0.3106664492660078,1.0,0.36214786825313267,0.1092309516628152,0.29993552848098615,0.09210256840526312,0.47697355357188576,-0.13914129197928404
G13,-0.03368555867717505,-0.07744456087473688,-0.10135946875260711,-0.05980254068953983,-0.03392006804064155,-0.0673283910633162,-0.006832808100407061,0.43372859049859397,-0.24023765709807365,0.02093038435185511,-0.14214261151251445,-0.1222849080651179,0.002742115196003352,0.4291336341243912,0.46371099048867676,0.5087662532853184,0.4196852186744371,0.18207841772221664,0.43227774228654786,0.46660162842215874,-0.012845486508005217,-0.02335370487662313,-0.0746328092699786,0.11378559085145136,0.435166888078764,-0.08978436914371903,0.21574602635155402,0.32568324542928917,0.0780563887359227,0.04832888870344561,0.4972596301134061,0.36214786825313267,1.0,0.08956438920271796,0.36313348310445015,0.1208797668367252,0.5002184949032082,-0.13983389256679524
G14,-0.013932404266043589,0.08312001643795427,0.00586025400606483,0.020689785838762787,-0.03713105022398435,-0.12579858626656515,0.2172885959848251,0.15233308715418653,0.07734370639086792,0.424066439954485,0.1576862230705994,0.20801760044559212,0.536156212369527,-0.008065859310586855,0.016296295270527252,0.08554301034748979,0.014337240283555878,0.0406237295509981,-0.03216871140394545,0.1702563628393487,0.16013407682036182,0.18892289847994692,0.15477661272878085,0.26065635760745626,0.14140019818893054,0.16045763633142904,-0.001806001308700608,0.31181523751161805,0.2140368804547743,0.07618600107525485,0.17622964470526586,0.1092309516628152,0.08956438920271796,1.0,0.2564989195679096,0.201176916818571,0.38968447051483457,-0.029134324354082027
G15,-0.016081459443054304,0.007815838762731802,-0.03202272075255169,-0.0008787544572724925,-0.011458586567270695,-0.07183067819707552,0.3563628080173567,0.3539817740404688,0.09838534623718737,0.14125409625370478,0.10113134629158882,0.20373430520149108,0.1617642408501394,0.27632458397938314,0.2780858671890592,0.3558391396134451,0.20038892884968673,0.15228912809202674,0.272314945009939,0.3775759430836246,0.10334857360023827,0.17597145461810043,0.035351122537997,0.2645261910545356,0.33810950009155577,0.09149726216557988,0.15967513199592784,0.22484753033387336,0.34818995502773187,0.07754989152618771,0.38791153437488735,0.29993552848098615,0.36313348310445015,0.2564989195679096,1.0,0.22312739466423698,0.5989774820806363,-0.09475470241735211
G16,0.006676642250237444,0.16876760489848364,0.0014151082154072636,-0.00820070728224983,-0.020214157193772276,-0.10339869256399788,0.326011777391884,0.09644901172365034,0.2246525035152468,0.1661668311009887,0.10028133657905954,0.509422829397728,0.259310597879622,0.14608924754763766,0.3004061570587956,0.1885216952328844,0.343002402946799,0.07751328129997057,0.12673012522494337,0.15668212118365438,0.2245606680466283,0.2862952069157813,0.1143082254415641,0.3238944572592689,0.09957032567986944,0.20990685833142225,0.13972550079159082,0.2593725400677247,0.22871896048796872,0.08685852262797406,0.15347161316951402,0.09210256840526312,0.1208797668367252,0.201176916818571,0.22312739466423698,1.0,0.5295564937846718,-0.007516827412008104
PANSS_Total,-0.001988714987434936,0.13077494859158317,-0.013367802958571573,-0.039763421647470806,-0.04785839331514082,-0.17872787619300828,0.5112776784753056,0.5708653858171483,0.17702575847552024,0.3057200670501257,0.21455282889131497,0.4312335210655429,0.3879124331235174,0.4850218066381949,0.5551892974832904,0.5636156525439248,0.5091509787517032,0.35284464202280275,0.4056595933549019,0.5370665618540948,0.30422914912950483,0.43098469929143196,0.19496918484906203,0.5001912750627774,0.4759956488545938,0.3043818930900838,0.3673677743072846,0.44491278427904596,0.49389099382171203,0.31338205912237593,0.5433458229335459,0.47697355357188576,0.5002184949032082,0.38968447051483457,0.5989774820806363,0.5295564937846718,1.0,-0.1064952557112575
numVisit,-0.0882077552343151,-0.01010676219729188,-0.08975042251528101,-0.0012754905007160782,-0.017424891147422933,0.13060910804308393,-0.07066910084960185,-0.10962717456236167,0.14504087730776768,0.08192388222256984,0.04823436327022557,-0.07639686068912058,0.014697234022190262,-0.17176117688011358,-0.11203946860648181,-0.14313413755399387,-0.061366528932576714,-0.005392993656191978,-0.11465317232643214,-0.08687127626063586,0.07171533376549563,-0.04925020286945784,0.10354822929311638,-0.06081141338967459,-0.05529077273006087,0.005736929895831528,-0.0239806079011484,-0.016920493716963643,-0.06133470616739268,-0.0469134818077464,-0.08723225748492727,-0.13914129197928404,-0.13983389256679524,-0.029134324354082027,-0.09475470241735211,-0.007516827412008104,-0.1064952557112575,1.0
